"Species","Family","Order","BkL","BNL","BkD","BkW","TsL","WnL","SWL","KpD","TlL","HWI","Mass","Habitat","Hab.Dns","Migrt","TrphL","Trph.Nch","Life.stl","MinLat","MaxLat","CntLat","CntLon","RngSz"
"Copsychus sechellarum","Muscicapidae","Passeriformes",26.3,16.9,6.6,5.7,36.5,116.2,97.1,19,99.9,16.3,70.7,"Forest",1,1,"Carnivore","Omnivore","Tr",-4.59,-3.8,-4.23,55.75,5.13
"Capito squamatus","Ramphastidae","Piciformes",22.9,16.2,10.4,8.3,22.4,81.9,66,15.8,56.8,19.4,59.3,"Forest",1,1,"Herbivore","Frugivore","In",-3.58,2.06,-0.2,-79.21,63414.19
"Aglaeactis castelnaudii","Trochilidae","Apodiformes",22.9,18.2,2.2,2.7,8.2,74.2,30,44,46.4,59.4,6.7,"Shrubland",2,1,"Herbivore","Nectarivore","Ar",-14.28,-9.37,-12.27,-73.65,23294.94
"Oreotrochilus melanogaster","Trochilidae","Apodiformes",23.1,17.9,2.3,2.4,8.4,72,29.8,42,49.2,58.5,9.1,"Grassland",3,1,"Herbivore","Nectarivore","Ar",-13.55,-10.37,-11.88,-75.57,55336.69
"Hirundo perdita","Hirundinidae","Passeriformes",9.3,4.8,2.3,3.3,10.2,110.5,59.3,51.2,58.5,46.3,20.6,NA,3,NA,"Carnivore","Invertivore","Ar",NA,NA,NA,NA,NA
"Myiornis auricularis","Tyrannidae","Passeriformes",11.3,6.7,2.6,3.2,13.6,39.8,35.7,4.1,27.5,10.2,5.3,"Forest",1,1,"Carnivore","Invertivore","In",-30.34,-12.77,-23.42,-49.18,1267042.85
"Ardea pacifica","Ardeidae","Pelecaniformes",88.2,72,16.1,11.9,131.3,385.2,223.5,153.8,161,40.8,881,"Wetland",3,2,"Carnivore","Omnivore","Tr",-39.14,-10.69,-25.2,135.03,6791074.14
"Tangara xanthocephala","Thraupidae","Passeriformes",14.5,7.4,4.8,3.9,17.5,74.1,56.6,17.8,49.7,23.9,19,"Forest",1,1,"Herbivore","Frugivore","In",-18.87,10.78,-4.13,-73.82,356998.99
"Carpodectes nitidus","Cotingidae","Passeriformes",20.1,11.6,7.4,6.3,25,133.7,111.6,25.1,73.4,19,101.6,"Forest",2,1,"Herbivore","Frugivore","In",9.35,16.03,13.2,-84.65,103015.66
"Coccyzus ferrugineus","Cuculidae","Cuculiformes",29.1,17.7,8.7,6.5,28.7,129.6,92,37.7,151.2,29.1,70,"Forest",1,1,"Carnivore","Invertivore","In",5.5,5.56,5.53,-87.06,24.76
"Micropsitta geelvinkiana","Psittacidae","Psittaciformes",10.2,7.8,10.5,6.6,9.9,53.2,40.4,12.9,25.5,24.2,12.2,"Forest",1,1,"Herbivore","Herbivore terrestrial","In",-1.22,-0.63,-0.93,135.76,2459.09
"Sarothrura affinis","Rallidae","Gruiformes",12.5,5.3,3.3,2,16.8,67.2,57.9,9.4,37.2,13.9,27.8,"Wetland",1,1,"Omnivore","Omnivore","Tr",-34.84,4.93,-22.8,29.76,524225.88
"Myioborus miniatus","Parulidae","Passeriformes",11.9,7,3.3,4.1,17.7,63.6,52,10.6,64.9,17,9,"Forest",1,1,"Carnivore","Invertivore","In",-19.89,28.82,9.54,-85.37,1254328.02
"Micrathene whitneyi","Strigidae","Strigiformes",12.9,8,7.4,5.2,20.1,108.2,75.8,32.5,47,30,41,"Shrubland",2,3,"Carnivore","Invertivore","In",17.2,35.08,30.03,-108.03,643111.79
"Caprimulgus badius","Caprimulgidae","Caprimulgiformes",25.6,7.9,3.5,5.7,16.8,163,89,74,115,45.4,59.8,"Woodland",2,1,"Carnivore","Invertivore","Ar",18.19,21.62,19.98,-88.89,110731.66
"Furnarius cinnamomeus","Furnariidae","Passeriformes",27.1,15.7,4.7,4,33.2,97.6,80.7,16.9,63.6,17.4,41.2,"Shrubland",2,1,"Carnivore","Invertivore","Tr",-9.32,1.85,-3.68,-79.71,170281
"Machaerirhynchus nigripectus","Machaerirhynchidae","Passeriformes",15.2,7.1,3,7.7,16.9,59.9,47.3,11.6,56.5,19.7,12,"Forest",1,1,"Carnivore","Invertivore","In",-10.27,-0.39,-5.27,141.86,223752.26
"Pezoporus wallicus","Psittacidae","Psittaciformes",18,12.7,16,9.1,25.2,134.3,77.4,57.3,183.8,42.5,71.2,"Shrubland",2,1,"Herbivore","Granivore","Gn",-43.64,-24.86,-36.15,146.08,195370.72
"Spizocorys personata","Alaudidae","Passeriformes",14.2,10.3,6.9,6,19,84.4,62,22.3,50.6,26.4,19.7,"Grassland",3,1,"Herbivore","Granivore","Tr",0.5,8,4.53,40.57,73283.54
"Oreoscopus gutturalis","Acanthizidae","Passeriformes",18.7,10.7,3.6,2.9,22.2,64.8,55.2,8.3,44.8,13,20,"Forest",1,1,"Carnivore","Invertivore","Tr",-20.15,-14.84,-17.83,145.35,102359.75
"Serinus ankoberensis","Fringillidae","Passeriformes",10.1,6.8,5.4,4.1,14.4,73,54.4,18.6,55,25.5,14.9,"Grassland",3,1,"Herbivore","Granivore","Tr",9.07,13.62,10.53,39.06,16356.71
"Vireo flavifrons","Vireonidae","Passeriformes",15.1,8.5,4.9,4.3,19.3,76.3,50.4,25.8,48.4,33.8,18,"Forest",2,3,"Carnivore","Invertivore","In",28.07,49.87,38.91,-86.42,3167329.54
"Sitta himalayensis","Sittidae","Passeriformes",15.6,9.6,3.5,4,17.5,72.2,57.1,14.7,38.4,20.4,14.3,"Forest",1,1,"Carnivore","Invertivore","In",20.76,32.23,27.45,88.46,413170.09
"Pitohui incertus","Colluricinclidae","Passeriformes",23.5,14.4,8.6,6.6,30.5,111.6,97.9,13.7,93,12.2,75,"Forest",1,1,"Omnivore","Omnivore","In",-6.13,-4.92,-5.33,139.5,606.03
"Corvus tasmanicus","Corvidae","Passeriformes",63,40.5,19.2,15.4,61.9,344.4,211.7,134.1,190.3,38.8,676.3,"Woodland",2,1,"Omnivore","Omnivore","Gn",-43.64,-28.71,-36.48,146.37,374479.03
"Icterus jamacaii","Icteridae","Passeriformes",25.3,17.6,8.2,6,26.3,101.5,83.3,17.3,99.2,17.2,62.9,"Shrubland",2,1,"Omnivore","Omnivore","In",-23.97,-2.37,-11.94,-43.45,2653360.73
"Campylopterus phainopeplus","Trochilidae","Apodiformes",28.5,22,2.2,2.5,5.9,68.1,26.3,41.8,40,61.4,7.7,"Grassland",2,1,"Herbivore","Nectarivore","Ar",10.51,11.03,10.82,-73.64,1550.98
"Melidectes rufocrissalis","Meliphagidae","Passeriformes",40.2,20.9,6.1,5.1,33,138,106.3,31.7,109.7,23,71.6,"Forest",1,1,"Omnivore","Omnivore","In",-7.74,-4.68,-5.92,143.95,64711.26
"Cossypha natalensis","Muscicapidae","Passeriformes",18.2,10.5,4.5,4.3,27,91.1,76.3,14.5,74.7,16,34.1,"Woodland",2,1,"Carnivore","Invertivore","Tr",-33.55,9.39,-9.36,29.73,3643626.52
"Sitta ledanti","Sittidae","Passeriformes",20.6,13.2,3.8,3.7,19.2,85.3,65.1,20.1,47.1,23.6,17.2,"Forest",1,1,"Omnivore","Omnivore","In",36.49,36.73,36.6,5.66,246.6
"Larus delawarensis","Laridae","Charadriiformes",48.1,19.6,13,6.2,51.2,366,160,205.5,133.2,56.2,516.3,"Coastal",3,2,"Carnivore","Omnivore","Tr",39.94,61.17,50.01,-101.06,5396423.36
"Agamia agami","Ardeidae","Pelecaniformes",158.8,146,17.4,12.5,98.3,273.6,184.7,92.1,97.2,33.4,567,"Forest",2,1,"Carnivore","Aquatic predator","Tr",-18.44,19.63,-2.98,-63.92,7840247.37
"Chamaeza turdina","Formicariidae","Passeriformes",20.6,12.4,5.8,5.8,36.7,89,76.4,12.5,64,13.9,68.3,"Forest",1,1,"Carnivore","Invertivore","Tr",1.22,10.58,5.01,-73.25,14682.69
"Rhipidura rufifrons","Rhipiduridae","Passeriformes",13.3,6.2,3.2,3.9,19.7,71.1,58,13.9,85.3,19.3,10.1,"Shrubland",2,1,"Carnivore","Invertivore","In",-39.48,15.29,-22.79,143.23,1234196.81
"Spelaeornis reptatus","Timaliidae","Passeriformes",12.1,6.8,3,2.3,18.4,49,46.1,2.9,38.2,5.8,11.8,"Forest",1,1,"Carnivore","Invertivore","In",15.73,29.41,24.72,98.69,129370.69
"Collocalia terraereginae","Apodidae","Apodiformes",6.6,2.2,1.8,2,8.7,111.2,36.6,74.6,50.2,67.1,12,"Grassland",1,1,"Carnivore","Invertivore","Ar",-20.78,-11.49,-16.99,145.08,85667.06
"Tockus hemprichii","Bucerotidae","Bucerotiformes",110.6,96.3,34,21.8,38.6,279.1,221.1,58.7,248.9,20.9,297,"Shrubland",2,1,"Carnivore","Invertivore","In",-0.96,16.95,8.61,38.79,546665.06
"Ixobrychus exilis","Ardeidae","Pelecaniformes",47.8,34.7,7.8,5.5,37.9,107.8,75,30.6,40.8,29,86.3,"Wetland",1,2,"Carnivore","Aquatic predator","Tr",-28.32,49.59,21.34,-79.96,6223094.32
"Turdus amaurochalinus","Turdidae","Passeriformes",24.2,13,6.2,5,32.1,116.1,89.1,27.3,95.7,23.4,57.9,"Forest",2,3,"Omnivore","Invertivore","In",-40.49,-14.37,-25.16,-56.93,3768538.37
"Tympanuchus pallidicinctus","Phasianidae","Galliformes",24.7,11.6,10,9.6,40.9,205,125,80,138,39,745.8,"Grassland",3,1,"Omnivore","Invertivore","Tr",32.23,39.2,36.61,-101.05,63286.57
"Phrygilus carbonarius","Emberizidae","Passeriformes",11.8,7.3,5.9,4.4,18.7,72,60.7,11.3,58.5,15.7,17.9,"Grassland",2,2,"Omnivore","Omnivore","Tr",-43.32,-32.27,-37.97,-66.22,499186.66
"Eubucco richardsoni","Ramphastidae","Piciformes",20.6,13.3,7.7,6.6,18.3,67.8,56.9,10.9,45,16.1,33.9,"Forest",1,1,"Herbivore","Frugivore","In",-16.29,6.49,-5.98,-71.27,2131402.99
"Anas platyrhynchos","Anatidae","Anseriformes",58.5,41,17.8,20.8,40.6,263.4,129.9,133.5,86.9,50.7,843.4,"Wetland",3,2,"Herbivore","Herbivore aquatic","Aq",20.46,72.37,51.63,11.04,39707247.47
"Otus manadensis","Strigidae","Strigiformes",19.8,10.2,10.1,5.2,27.2,152.8,102.8,48.8,77.9,32.2,88,"Forest",1,1,"Carnivore","Invertivore","In",-6.5,1.76,-2.16,121.32,185061.76
"Synallaxis stictothorax","Furnariidae","Passeriformes",11.9,8.2,3.1,2.5,17.7,50.9,43.6,6.8,54.4,13.5,10.2,"Shrubland",2,1,"Carnivore","Invertivore","In",-7.97,-0.7,-5.17,-79.89,65570.67
"Megabyas flammulatus","Platysteiridae","Passeriformes",22,13.1,5.7,6.4,16.2,83.9,68.3,15.8,62.5,18.8,28,"Forest",1,1,"Carnivore","Invertivore","In",-11.75,13.49,0.79,16.32,4083781.25
"Oreortyx pictus","Odontophoridae","Galliformes",15.4,8.7,8,6.6,35,134,89.8,41.4,73,31.6,233,"Shrubland",2,1,"Herbivore","Omnivore","Tr",29.57,47.69,40.46,-120.58,346065.66
"Crossleyia xanthophrys","Sylviidae","Passeriformes",14.9,7.3,3.1,2.9,25.3,68.6,61.6,7,67.8,10.2,19.9,"Forest",1,1,"Carnivore","Invertivore","Tr",-24.93,-13.62,-18.2,48.41,22717.1
"Artamus monachus","Artamidae","Passeriformes",29.6,20.1,11.3,11.2,19.7,152.2,87.5,65.5,72.6,42.7,43.6,"Forest",1,1,"Carnivore","Invertivore","Ar",-5.71,1.76,-2.06,121.3,182431.07
"Spizixos semitorques","Pycnonotidae","Passeriformes",14.2,8.1,7.7,6.7,19.1,89.8,77.7,13.6,91.9,14.8,39,"Shrubland",2,1,"Omnivore","Omnivore","In",20.23,36.61,28.41,111.05,2328094.86
"Cercococcyx montanus","Cuculidae","Cuculiformes",22.2,14.4,6.5,6.3,19.7,146.4,101,45.5,193.2,31,58.2,"Forest",1,1,"Carnivore","Invertivore","In",-24.55,1.52,-9.74,35.08,733955.71
"Lophospingus pusillus","Emberizidae","Passeriformes",11.9,8,6.2,4.2,14.9,63.8,54.5,9.2,53.2,14.4,14.4,"Shrubland",2,1,"Omnivore","Omnivore","Tr",-32.83,-17.81,-24.79,-62.76,559474.54
"Turdus plebejus","Turdidae","Passeriformes",28.4,13.9,6.6,4.9,32.5,135.3,99.5,35.8,97,26.4,86.3,"Forest",2,1,"Omnivore","Omnivore","In",8.36,16.96,14.18,-88.09,160186.83
"Ocyceros gingalensis","Bucerotidae","Bucerotiformes",93.5,77.7,30,23.8,41.9,197.7,162.8,31.5,216.1,16.2,238,"Forest",2,1,"Herbivore","Frugivore","In",5.92,9.83,7.6,80.71,64916.29
"Padda fuscata","Estrildidae","Passeriformes",14.1,10.2,8.2,6.7,17.7,61.8,47.8,13.9,49.1,22.6,20.7,"Shrubland",3,1,"Herbivore","Granivore","Tr",-10.94,-8.33,-9.28,125.07,24603.86
"Pomatorhinus mcclellandi","Timaliidae","Passeriformes",30.2,20.4,5.7,4.5,32.4,82.2,77.7,3.6,85,4.4,58.2,"Shrubland",2,1,"Carnivore","Invertivore","Tr",19.46,29.09,25.16,93.8,285028.19
"Leucopternis semiplumbeus","Accipitridae","Accipitriformes",28.8,17.1,14.9,9.7,53.8,191,146.5,47.7,123.8,24.6,285,"Forest",1,1,"Carnivore","Vertivore","In",-0.54,14.87,8.38,-79.78,236308.06
"Alcippe variegaticeps","Timaliidae","Passeriformes",10.5,6.2,3,2.6,20.3,54.3,46.6,7.7,42.1,14.1,13.2,"Forest",1,1,"Carnivore","Invertivore","In",23.84,29.75,27,107.87,15472.48
"Aviceda subcristata","Accipitridae","Accipitriformes",28.3,19.7,14.7,11.6,36.3,336.6,200,134.5,202,40.2,322.7,"Forest",2,1,"Carnivore","Omnivore","In",-34.97,2.65,-12.44,141.78,1718124.83
"Poospiza hypochondria","Emberizidae","Passeriformes",16.2,9.1,6.7,4.6,22.6,75.9,63.3,11.8,71,15.8,21.2,"Shrubland",2,1,"Carnivore","Invertivore","In",-33.27,-15.81,-24.3,-65.97,286396.55
"Monarcha loricatus","Monarchidae","Passeriformes",17.8,10.4,4.7,4.9,20.1,86.6,71.5,15,79.6,17.3,27.3,"Forest",2,1,"Carnivore","Invertivore","In",-3.84,-3.05,-3.42,126.61,7963.84
"Lepidothrix serena","Pipridae","Passeriformes",11.4,6.2,4.2,3.7,15.2,52.8,41.5,11.3,31.2,21.4,11.4,"Forest",1,1,"Omnivore","Frugivore","In",-3.32,7.11,1.27,-54.82,583711.44
"Grallaria rufocinerea","Formicariidae","Passeriformes",20.5,12.2,6.1,4.9,43,87.3,80.4,6.3,47.3,7.3,44.8,"Forest",1,1,"Carnivore","Invertivore","Tr",0.47,6.42,3.21,-76.12,9572.87
"Ortalis erythroptera","Cracidae","Galliformes",32.3,15,10.2,9.4,71.9,219.2,192.4,26.8,259.2,12.3,632,"Forest",1,1,"Herbivore","Frugivore","In",-4.58,1.83,-1.56,-79.83,74565.61
"Xenoligea montana","Parulidae","Passeriformes",14.9,9,4.7,4.1,20.1,64.2,55.5,8.3,65.9,12.9,12.5,"Shrubland",1,1,"Carnivore","Invertivore","In",18,19.38,18.78,-71.25,6517.46
"Psophia viridis","Psophiidae","Gruiformes",37.1,20,13.3,8.2,118.7,285.5,272.1,15.6,115.9,5.4,1071,"Forest",1,1,"Herbivore","Frugivore","Tr",-14.93,-0.54,-7.48,-55.25,1937501.32
"Dicaeum vulneratum","Dicaeidae","Passeriformes",10.4,6.3,3.6,3,12.3,49.8,39.7,9.8,24.6,19.8,8.9,"Forest",1,1,"Herbivore","Nectarivore","In",-4.18,-2.73,-3.23,129.45,17812.67
"Hylorchilus sumichrasti","Troglodytidae","Passeriformes",30.8,21.4,4.3,4.2,29.3,69,62.4,6.9,41,9.9,28.4,"Forest",2,1,"Carnivore","Invertivore","Gn",17.3,18.89,18.11,-96.36,6551.84
"Bernieria tenebrosa","Sylviidae","Passeriformes",15.4,7.6,3.8,3,23.4,67.5,60,7.4,48.5,10.9,21.4,"Forest",1,1,"Carnivore","Invertivore","Tr",-19.26,-14.41,-16.15,49.5,15950.29
"Parus leuconotus","Paridae","Passeriformes",11.6,7.7,4.3,3.5,17.4,78.5,67.3,11.2,60.2,14.3,16.7,"Forest",1,1,"Carnivore","Invertivore","In",5.15,16.09,9.69,38.44,357687.8
"Lybius dubius","Ramphastidae","Piciformes",32.8,22.8,17.5,13.2,27,110.4,90.3,19.8,79.9,18,91,"Woodland",2,1,"Herbivore","Frugivore","In",5.38,15.5,10.6,1.18,2333237.28
"Herpsilochmus roraimae","Thamnophilidae","Passeriformes",16.7,9.7,4.2,4,18.7,51.8,46.9,5.5,52.3,10.7,11.5,"Forest",1,1,"Carnivore","Invertivore","In",0.44,7.41,4.55,-63.76,283885.89
"Larus novaehollandiae","Laridae","Charadriiformes",43,19.3,11,5.4,47.5,289.8,136.2,153.8,109.4,53,269,"Coastal",3,1,"Carnivore","Omnivore","Gn",-44.98,-9.91,-29.1,136.86,3365766.79
"Pseudobulweria becki","Procellariidae","Procellariiformes",33.4,17.9,8,6.3,35.7,238,121.6,116.4,92.7,49,409,"Marine",3,2,"Carnivore","Aquatic predator","Aq",-17.92,-2.81,-4.81,153.43,120483.98
"Pyrrhocorax graculus","Corvidae","Passeriformes",36.2,22.2,9.8,9.3,43.8,267.4,169.4,98.5,163.5,36.7,211,"Rock",3,2,"Carnivore","Invertivore","Tr",27.23,52.77,38.96,65.01,3556954.7
"Acryllium vulturinum","Numididae","Galliformes",39.7,27,16.1,15.4,94.2,300.1,238,59.6,273.4,19.9,1330,"Shrubland",2,1,"Herbivore","Omnivore","Tr",-5.42,9.55,3.53,41.97,1226666.24
"Scytalopus latrans","Rhinocryptidae","Passeriformes",14.4,6.6,3.2,2.7,21.4,55.9,50.4,6.9,40.1,12.2,17.6,"Forest",1,1,"Carnivore","Invertivore","Tr",-6.89,9.13,1.87,-76.3,216427.84
"Grallaricula cucullata","Formicariidae","Passeriformes",14.1,8.7,4.9,5,23.5,66.5,58.1,7.6,32.9,11.5,19.3,"Forest",1,1,"Carnivore","Invertivore","In",1.31,7.85,4.24,-75.16,15456.86
"Selasphorus ardens","Trochilidae","Apodiformes",14.3,11.4,2,1.9,3.8,40,13.5,26.5,26.5,66.2,3.1,"Shrubland",2,1,"Herbivore","Nectarivore","Ar",8.36,8.79,8.57,-81.49,1490.46
"Picathartes oreas","Picathartidae","Passeriformes",39.1,20.4,9.7,6.3,57.3,152,148.7,8.3,144.3,5.2,220,"Forest",1,1,"Carnivore","Invertivore","Tr",-2.31,6.7,1.7,11.77,381172.35
"Caprimulgus stellatus","Caprimulgidae","Caprimulgiformes",12.3,6.4,2.7,4.2,16.6,154.6,91.5,63.1,93.6,40.8,58.2,"Grassland",3,1,"Carnivore","Invertivore","Ar",2.29,10.35,5.56,37.6,123669.26
"Chaetura pelagica","Apodidae","Apodiformes",6.3,3.5,2.4,2.9,11.6,124.4,36.6,86.8,43.8,70.3,23.6,"Human Modified",1,3,"Carnivore","Invertivore","Ar",25.48,53.93,40.95,-88.88,5841319.17
"Heterospingus rubrifrons","Thraupidae","Passeriformes",21.2,13.7,6.8,5.9,20.2,80,59.8,20.2,57.1,25.2,38,"Forest",1,1,"Omnivore","Frugivore","In",7.72,10.05,9.12,-80.4,22680.84
"Charadrius australis","Charadriidae","Charadriiformes",20.3,10.3,4.1,4.4,33,136.4,66,69.5,63.8,51.3,83.5,"Grassland",3,2,"Herbivore","Omnivore","Tr",-37.53,-20.56,-30.13,133.97,651810.43
"Pygiptila stellaris","Thamnophilidae","Passeriformes",21.9,13.7,6.8,6.3,20,76.8,67.6,9.4,40.5,12.3,24.1,"Forest",1,1,"Carnivore","Invertivore","In",-14.61,7.42,-3.77,-64.02,4691696.06
"Dendrocitta vagabunda","Corvidae","Passeriformes",33.4,21.3,14,10.6,34.2,155,127.2,22.4,257.3,15,100,"Woodland",2,1,"Carnivore","Omnivore","Tr",8.07,33.79,22.02,83.51,4361512.68
"Thryothorus modestus","Troglodytidae","Passeriformes",18,11.2,3.8,3.5,23.9,57.4,53.6,5.2,53.1,8.8,17.6,"Woodland",2,1,"Carnivore","Invertivore","In",7.2,17.34,13.12,-87.19,293227.82
"Luscinia megarhynchos","Muscicapidae","Passeriformes",16,8.8,3.7,3.5,26.4,84,61,23.2,68.2,27.6,19.6,"Woodland",1,3,"Carnivore","Invertivore","Gn",28.13,54.49,43,34.7,6778462.19
"Anthus godlewskii","Motacillidae","Passeriformes",15,8.8,3.8,3.5,25.5,89.8,65.9,23.1,71.4,26,25.3,"Rock",3,3,"Carnivore","Invertivore","Tr",42.7,56.22,48.72,102.13,2405877.03
"Cranioleuca curtata","Furnariidae","Passeriformes",14.7,8.8,3.7,3.1,17.7,63.8,52.8,11.1,71.8,17.4,17.5,"Forest",1,1,"Carnivore","Invertivore","In",-17.59,6.03,-7.09,-73.85,173903.21
"Leptasthenura pileata","Furnariidae","Passeriformes",11.9,6.8,3,2.4,18.9,63.5,53.3,10,106.4,15.8,10.3,"Shrubland",2,1,"Carnivore","Invertivore","In",-15.11,-7.03,-10.97,-76.36,93356.54
"Macrosphenus kempi","Sylviidae","Passeriformes",19.9,12,3.1,3.2,21,55.7,51.4,3.6,39.5,6.6,12.6,"Forest",1,1,"Carnivore","Invertivore","In",4.28,9,6.45,-4.15,456072.28
"Turdoides leucocephala","Timaliidae","Passeriformes",23.5,13.5,6.3,4.5,31.1,104.5,93.1,11.2,106.6,10.8,63.3,"Shrubland",2,1,"Carnivore","Invertivore","Tr",9.98,17.91,13.94,35.93,265511.5
"Francolinus clappertoni","Phasianidae","Galliformes",29.2,16.9,9.8,8.8,56.6,176.4,126.9,42.6,75.4,25.1,469.6,"Shrubland",3,1,"Omnivore","Omnivore","Tr",1.26,17.58,11.78,26.02,2323019.72
"Thryothorus coraya","Troglodytidae","Passeriformes",19.2,11.7,4.5,3.8,22.1,62.8,54.4,7.1,57.4,11.6,17.2,"Forest",1,1,"Carnivore","Invertivore","In",-12.17,7.89,-0.61,-62.58,3811040.46
"Chlorospingus canigularis","Thraupidae","Passeriformes",14.5,7.7,5.1,4.1,18.9,69.2,56.5,13.9,55.6,19.8,18,"Forest",1,1,"Omnivore","Frugivore","In",-13.27,10.36,-1.81,-76.05,165238.27
"Apus balstoni","Apodidae","Apodiformes",11.5,4.2,2.6,3.5,11,161.2,47.3,113.9,71.2,70.7,42.8,"Rock",1,2,"Carnivore","Invertivore","Ar",-25.61,-11.36,-19.36,46.69,592893.19
"Calidris himantopus","Scolopacidae","Charadriiformes",43,35,4.8,2.8,40,126.8,60.5,66,49.6,52.2,57.2,"Wetland",3,3,"Carnivore","Aquatic predator","Tr",53.71,71.39,67.4,-119.08,399381.42
"Ficedula basilanica","Muscicapidae","Passeriformes",13.1,8.1,3.6,3.8,19.5,62,53.9,8.1,38,13.1,13.5,"Forest",1,1,"Carnivore","Invertivore","Gn",5.56,12.59,8.33,124.83,116046.89
"Leucopternis schistaceus","Accipitridae","Accipitriformes",35.5,22.6,18.1,12.6,75.7,272,204.5,70,173.2,25.5,1000,"Forest",1,1,"Carnivore","Vertivore","In",-17.91,4.95,-5.46,-66.17,3642728.14
"Arborophila crudigularis","Phasianidae","Galliformes",23.6,10.2,8,5.6,38.4,137.2,100,37.2,52,27.1,256.8,"Forest",1,1,"Herbivore","Omnivore","Tr",22.55,25.16,23.89,121.17,22768.9
"Tchagra senegalus","Malaconotidae","Passeriformes",23.2,12,7.2,5.7,29.6,84.8,76.7,8.1,93.4,9.5,53.5,"Shrubland",3,1,"Carnivore","Invertivore","Tr",-33.63,37.35,0.02,21.07,14953687.11
"Accipiter trinotatus","Accipitridae","Accipitriformes",20.4,13.3,11.2,8.6,48.2,162.9,115,43,128.8,27.2,146,"Forest",1,1,"Carnivore","Vertivore","In",-5.66,1.76,-1.81,121.37,120238.86
"Gerygone chrysogaster","Acanthizidae","Passeriformes",12.7,7.4,3.1,3.4,15.7,53,45,8.1,41,15.3,8,"Forest",1,1,"Carnivore","Invertivore","In",-10.72,0.04,-5.28,140.49,557753.52
"Glossopsitta porphyrocephala","Psittacidae","Psittaciformes",15,11,11,7,12.3,103,46.8,55.2,59.4,54.2,44.7,"Woodland",2,1,"Herbivore","Nectarivore","In",-38.86,-29.34,-33.42,130.5,937738.55
"Icterus leucopteryx","Icteridae","Passeriformes",23.8,15.7,7.4,5.2,22.8,101.6,79.2,23.4,86.2,22.8,36.9,"Human Modified",2,1,"Omnivore","Omnivore","In",12.49,18.53,18.14,-77.32,11049.76
"Pandion haliaetus","Accipitridae","Accipitriformes",47,27.7,19.6,17.3,49.8,468.4,253,204.8,201.3,44.9,1483.2,"Marine",3,3,"Carnivore","Aquatic predator","Ar",-37.8,70.69,49.18,25.45,31298390.01
"Polytmus milleri","Trochilidae","Apodiformes",25.4,20.2,2.6,2.1,5.1,64.2,24.8,39.4,40.5,61.4,4.1,"Forest",2,1,"Herbivore","Nectarivore","Ar",3.15,6.03,4.96,-62.37,74967.65
"Lonchura spectabilis","Estrildidae","Passeriformes",11.5,7.9,7.5,5.9,15,49.1,38.4,10.8,33.6,21.9,11.5,"Grassland",3,1,"Herbivore","Granivore","Gn",-8.15,-2.31,-5.02,144.51,214041.33
"Cranioleuca demissa","Furnariidae","Passeriformes",13.5,8.8,3.5,3.1,17.6,60.6,52,9.3,64,15.1,15.2,"Forest",1,1,"Carnivore","Invertivore","In",0.72,6.57,5.46,-62.57,77222.43
"Phylloscartes difficilis","Tyrannidae","Passeriformes",11.8,6.2,2.5,3.2,18,52.8,46.5,6.2,52.8,11.7,6.9,"Forest",1,1,"Carnivore","Invertivore","In",-30.03,-19.74,-24.98,-47.01,153868.01
"Rhipidura maculipectus","Rhipiduridae","Passeriformes",17.9,8.9,4,5.3,23.2,80.7,69.1,11.6,93.3,14.4,18,"Shrubland",1,1,"Carnivore","Invertivore","In",-9.46,-0.34,-5.38,137.41,137530.75
"Malacopteron affine","Timaliidae","Passeriformes",15.5,9.7,4.3,4.1,20.6,72.1,65.6,6.3,63.6,8.7,17.1,"Forest",1,1,"Carnivore","Invertivore","In",-5.78,9.18,1.08,107.82,387896.02
"Catharacta antarctica","Stercorariidae","Charadriiformes",57,19.7,17.7,10.2,66.6,378.2,195.5,183.8,144,48.5,1650,"Marine",3,3,"Carnivore","Aquatic predator","Ar",-54.89,-37.06,-51.31,-55,18247.9
"Campylorhynchus turdinus","Troglodytidae","Passeriformes",25.1,15.9,4.9,4.1,26.7,85.4,75.1,11.1,86.6,12.9,32.6,"Forest",1,1,"Carnivore","Invertivore","In",-27.47,3.91,-9.95,-62.94,4503316.81
"Coracopsis nigra","Psittacidae","Psittaciformes",26.5,19.4,19.1,12.7,19.8,201.7,124.8,74.9,145.5,37.4,186.2,"Forest",1,1,"Herbivore","Frugivore","In",-25.61,-4.27,-19.38,46.7,591648.04
"Pyrrhura picta","Psittacidae","Psittaciformes",18.6,14.9,16.8,9.7,13,118.5,71.8,46.7,105.8,39.4,62.1,"Forest",1,1,"Herbivore","Frugivore","In",-16.71,11.18,-2.36,-61.81,2934508.29
"Cacomantis flabelliformis","Cuculidae","Cuculiformes",21.5,11.5,5.6,4.9,16.7,137.2,78,59.2,133.4,43.2,49.8,"Forest",2,1,"Carnivore","Invertivore","In",-43.64,-0.53,-28.78,142.25,2434269.44
"Nectarinia loveridgei","Nectariniidae","Passeriformes",25.1,19,3.2,3.4,17.8,56.7,48.4,8,39.8,14.1,9.8,"Forest",1,1,"Omnivore","Nectarivore","In",-7.24,-6.83,-7.06,37.66,259.47
