"lon","lat","PrimLand","pasture","cropland","urban","Hmpop","Dep"
56.5,33.5,0,0.05,0,0,1.24,0
57.5,33.5,0,0.11,0,0,2.99,0
58.5,33.5,0,0.13,0.01,0,7.1,0
59.5,33.5,0,0.21,0.01,0,10.86,0
61.5,33.5,0.48,0.48,0.02,0,4.86,0
62.5,33.5,0.26,0.58,0.13,0,10.19,0
63.5,33.5,0.22,0.68,0.1,0,9.02,0
64.5,33.5,0.19,0.74,0.07,0,14.53,0
65.5,33.5,0.21,0.68,0.12,0,19.09,0
66.5,33.5,0.21,0.71,0.08,0,20.23,0
67.5,33.5,0.22,0.71,0.04,0,36.01,0
68.5,33.5,0.16,0.68,0.08,0,167.79,0
69.5,33.5,0.33,0.42,0.24,0,77.86,0
70.5,33.5,0,0.13,0.4,0,132.14,0
74.5,33.5,0.23,0.03,0.72,0,237.97,0
75.5,33.5,0.33,0.02,0.62,0,140.41,0
76.5,33.5,0,0.04,0.08,0,13.21,0
77.5,33.5,0.93,0.01,0.04,0,1.89,0
78.5,33.5,0.82,0.11,0.04,0,1.55,0
79.5,33.5,0.27,0.7,0,0,0.3,0
80.5,33.5,0.18,0.81,0,0,0.12,0
81.5,33.5,0.17,0.82,0,0,0.14,0
82.5,33.5,0.15,0.76,0,0,0.22,0
83.5,33.5,0.11,0.83,0,0,0.19,0
84.5,33.5,0.11,0.82,0,0,0.19,0
85.5,33.5,0.09,0.83,0,0,0.19,0
86.5,33.5,0.1,0.81,0,0,0.2,0
87.5,33.5,0.1,0.83,0,0,0.21,0
88.5,33.5,0.11,0.79,0,0,0.23,0
89.5,33.5,0.18,0.7,0,0,0.35,0
90.5,33.5,0.26,0.6,0,0,1.14,0
91.5,33.5,0.3,0.6,0,0,1.36,0
92.5,33.5,0.22,0.69,0,0,1.24,0
93.5,33.5,0.2,0.71,0,0,0.89,0
94.5,33.5,0.24,0.67,0.02,0,0.93,0
95.5,33.5,0.2,0.62,0.13,0,0.81,0
96.5,33.5,0.19,0.7,0.05,0,4.25,0
97.5,33.5,0.14,0.78,0.01,0,3.2,0
98.5,33.5,0.15,0.76,0.03,0,2.76,0
99.5,33.5,0.2,0.7,0.06,0,2.15,0
100.5,33.5,0.18,0.69,0.07,0,2.58,0
101.5,33.5,0.12,0.76,0.07,0,4.17,0
102.5,33.5,0.21,0.68,0.02,0,5.64,0
103.5,33.5,0.23,0.66,0.03,0,9.35,0
104.5,33.5,0.24,0.55,0.21,0,54.4,0
105.5,33.5,0.24,0.32,0.44,0,109.48,0
106.5,33.5,0.56,0.13,0.31,0,101.92,0
107.5,33.5,0.5,0.24,0.25,0.01,147.36,0
108.5,33.5,0.58,0.24,0.18,0,113.74,0
109.5,33.5,0.6,0.23,0.17,0,119.39,0
110.5,33.5,0.55,0.26,0.19,0,124.97,0
111.5,33.5,0.5,0.3,0.2,0,178.58,0
112.5,33.5,0.33,0.33,0.31,0.02,398.65,0
113.5,33.5,0.07,0.25,0.64,0.03,612.95,0
114.5,33.5,0.05,0.23,0.68,0.03,819.37,0
115.5,33.5,0.16,0.21,0.54,0.04,823.53,0
116.5,33.5,0.34,0.16,0.47,0.02,585.32,1
117.5,33.5,0.35,0.16,0.45,0.01,516.18,1
118.5,33.5,0.26,0.06,0.37,0.01,525.6,1
119.5,33.5,0.31,0.04,0.43,0.02,659.07,0
120.5,33.5,0.17,0.03,0.25,0.01,528.87,0
49.5,32.5,0,0.31,0.12,0,45.56,0
50.5,32.5,0,0.31,0.12,0,64.2,0
51.5,32.5,0,0.15,0.16,0.03,145.88,0
52.5,32.5,0,0.07,0.04,0,116.06,0
53.5,32.5,0,0.05,0,0,17.88,0
54.5,32.5,0,0.05,0,0,9.19,0
55.5,32.5,0,0.04,0,0,3.08,0
56.5,32.5,0,0.04,0,0,1.97,0
57.5,32.5,0,0.02,0,0,1.24,0
58.5,32.5,0,0.03,0,0,7.79,0
59.5,32.5,0,0.1,0,0,8.4,0
60.5,32.5,0.28,0.18,0.07,0,7.39,0
61.5,32.5,0.54,0.39,0.05,0,6.8,0
62.5,32.5,0.46,0.41,0.09,0,16.27,0
63.5,32.5,0.4,0.47,0.12,0,4,0
64.5,32.5,0.32,0.51,0.13,0,16.22,0
65.5,32.5,0.32,0.44,0.24,0,22.77,0
66.5,32.5,0.3,0.55,0.15,0,15.09,0
67.5,32.5,0.32,0.55,0.08,0,22.92,0
68.5,32.5,0.4,0.51,0.03,0,13.16,0
69.5,32.5,0.25,0.22,0.19,0,88.5,0
76.5,32.5,0.16,0.37,0.31,0,92.68,0
77.5,32.5,0,0.19,0.06,0,14.12,0
78.5,32.5,0.1,0.21,0.02,0,1.4,0
79.5,32.5,0.33,0.67,0,0,0.74,0
80.5,32.5,0.13,0.82,0,0,0.61,0
81.5,32.5,0.12,0.82,0,0,0.24,0
82.5,32.5,0.13,0.79,0,0,0.25,0
83.5,32.5,0.09,0.83,0,0,0.19,0
84.5,32.5,0.1,0.83,0,0,0.19,0
85.5,32.5,0.1,0.83,0,0,0.2,0
86.5,32.5,0.1,0.82,0,0,0.21,0
87.5,32.5,0.12,0.8,0,0,0.21,0
88.5,32.5,0.14,0.77,0,0,0.24,0
89.5,32.5,0.14,0.78,0,0,0.31,0
90.5,32.5,0.16,0.76,0,0,0.92,0
91.5,32.5,0.12,0.79,0,0,1.45,0
92.5,32.5,0.14,0.78,0,0,2.42,0
93.5,32.5,0.15,0.76,0,0,2.63,0
94.5,32.5,0.18,0.73,0.01,0,2.81,0
95.5,32.5,0.18,0.67,0.08,0,3.12,0
96.5,32.5,0.16,0.69,0.11,0,4.66,0
97.5,32.5,0.13,0.77,0.05,0,4.9,0
98.5,32.5,0.11,0.81,0.01,0,4.31,0
99.5,32.5,0.1,0.82,0.03,0,5.9,0
100.5,32.5,0.14,0.78,0.01,0,4.75,0
101.5,32.5,0.19,0.72,0.02,0,6.28,0
102.5,32.5,0.21,0.7,0.01,0,7.1,0
103.5,32.5,0.32,0.65,0.02,0,14.43,0
104.5,32.5,0.52,0.24,0.24,0,51.36,0
105.5,32.5,0.43,0.17,0.4,0,165.01,0
106.5,32.5,0.73,0.08,0.19,0,185.89,0
107.5,32.5,0.55,0.13,0.12,0,139.14,0
108.5,32.5,0.46,0.24,0.13,0,130.74,0
109.5,32.5,0.44,0.32,0.15,0,110.68,0
110.5,32.5,0.47,0.39,0.14,0.01,164.02,0
111.5,32.5,0.24,0.32,0.4,0,263.01,0
112.5,32.5,0.11,0.21,0.66,0.02,534.14,0
113.5,32.5,0.2,0.37,0.43,0,267.43,0
114.5,32.5,0.07,0.26,0.66,0.01,383.74,0
115.5,32.5,0.08,0.22,0.61,0.02,537.24,0
116.5,32.5,0.28,0.16,0.42,0.02,550.37,0
117.5,32.5,0.38,0.15,0.42,0.01,431.78,0
118.5,32.5,0.46,0.11,0.36,0.02,513.96,0
119.5,32.5,0.19,0.04,0.37,0.03,827.56,0
120.5,32.5,0.21,0.04,0.42,0.02,857.69,1
121.5,32.5,0.06,0.01,0.1,0.01,938.12,1
-123.5,38.5,0,0.02,0.01,0,9.52,0
-122.5,38.5,0.44,0.21,0.15,0.09,114.62,0
-121.5,38.5,0.07,0.2,0.35,0.18,215.77,0
-120.5,38.5,0,0.1,0.05,0,20.75,0
-119.5,38.5,0,0.13,0.05,0,7.13,0
-118.5,38.5,0.85,0.08,0.01,0,0.55,0
-117.5,38.5,0.84,0.09,0.01,0,0.17,0
-116.5,38.5,0.81,0.11,0.02,0,0.22,0
-115.5,38.5,0.83,0.1,0.01,0,0.17,0
-114.5,38.5,0.72,0.17,0.03,0,0.25,0
-113.5,38.5,0.68,0.23,0.03,0,0.74,0
-112.5,38.5,0.6,0.28,0.06,0,2.21,0
-111.5,38.5,0.73,0.19,0.04,0,1.01,0
-110.5,38.5,0.73,0.21,0,0,0.26,0
-109.5,38.5,0.72,0.2,0.03,0,0.96,0
-108.5,38.5,0.39,0.36,0.11,0,2.43,0
-107.5,38.5,0.55,0.19,0.14,0,4.7,0
-106.5,38.5,0,0.23,0.15,0,2.48,0
-105.5,38.5,0.43,0.3,0.15,0,6.99,0
-104.5,38.5,0.11,0.49,0.14,0.05,64.45,0
-103.5,38.5,0.12,0.56,0.14,0,2.1,0
-102.5,38.5,0.13,0.54,0.21,0,1.83,0
-101.5,38.5,0,0.53,0.47,0,1.12,0
-100.5,38.5,0,0.33,0.66,0,2.65,0
-99.5,38.5,0,0.32,0.68,0,4.38,1
-98.5,38.5,0,0.42,0.56,0,6.07,1
-97.5,38.5,0,0.54,0.44,0.01,19.54,1
-96.5,38.5,0,0.51,0.48,0,6.25,1
-95.5,38.5,0,0.33,0.59,0.01,20.59,1
-94.5,38.5,0,0.21,0.65,0.06,79.46,1
-93.5,38.5,0,0.33,0.4,0.01,14.86,1
-92.5,38.5,0,0.34,0.27,0.02,30.66,1
-91.5,38.5,0,0.34,0.18,0.01,16.41,0
-90.5,38.5,0,0.21,0.31,0.17,234.9,0
-89.5,38.5,0,0.05,0.64,0.02,38.41,1
-88.5,38.5,0,0.06,0.66,0,15.33,1
-87.5,38.5,0,0.06,0.59,0.01,26.78,1
-86.5,38.5,0,0.03,0.23,0.01,22.42,1
-85.5,38.5,0,0.13,0.4,0.08,118.4,1
-84.5,38.5,0,0.21,0.34,0.04,57.6,1
-83.5,38.5,0,0.17,0.22,0.01,20.27,1
-82.5,38.5,0,0.12,0.09,0.03,46.43,1
-81.5,38.5,0,0.13,0.1,0.02,38.18,1
-80.5,38.5,0,0.12,0.03,0,10.32,1
-79.5,38.5,0,0.19,0.08,0.01,11.84,1
-78.5,38.5,0,0.15,0.16,0.02,43.05,0
-77.5,38.5,0,0.11,0.13,0.16,265.09,0
-76.5,38.5,0,0.04,0.12,0.08,191.02,0
-75.5,38.5,0,0.04,0.27,0.01,53.38,0
-9.5,38.5,0.07,0.02,0.02,0.05,1384.84,1
-8.5,38.5,0.36,0.22,0.26,0,46.45,1
-122.5,37.5,0.14,0.03,0.03,0.2,947.89,0
-121.5,37.5,0.3,0.21,0.23,0.18,245.78,0
-120.5,37.5,0.27,0.24,0.32,0.04,58.69,0
-119.5,37.5,0,0.12,0.07,0,5.15,0
-118.5,37.5,0.76,0.16,0.06,0,2.24,0
-117.5,37.5,0.84,0.11,0.01,0,0.23,0
-116.5,37.5,0.84,0.09,0.01,0,0.09,0
-115.5,37.5,0.87,0.08,0.01,0,0.1,0
-114.5,37.5,0.75,0.16,0.02,0,0.36,0
-113.5,37.5,0.52,0.31,0.06,0.01,10.83,0
-112.5,37.5,0.55,0.31,0.07,0,1.73,0
-111.5,37.5,0.71,0.22,0.03,0,0.37,0
-110.5,37.5,0.74,0.21,0,0,0.48,0
-109.5,37.5,0.61,0.29,0.03,0,0.88,0
-108.5,37.5,0.4,0.32,0.13,0,3.3,0
-107.5,37.5,0,0.17,0.12,0,4.98,0
-106.5,37.5,0.51,0.21,0.17,0,2.36,0
-105.5,37.5,0.36,0.3,0.18,0,2.86,0
-104.5,37.5,0.29,0.45,0.07,0,2.34,0
-103.5,37.5,0.18,0.57,0.07,0,1.23,0
-102.5,37.5,0.12,0.61,0.13,0,0.58,0
-101.5,37.5,0,0.57,0.43,0,2.45,0
-100.5,37.5,0,0.32,0.67,0.01,7.98,0
-99.5,37.5,0,0.42,0.58,0,2.65,1
-98.5,37.5,0,0.5,0.49,0,3.2,0
-97.5,37.5,0,0.4,0.56,0.04,54.69,1
-96.5,37.5,0,0.5,0.49,0,7.05,1
-95.5,37.5,0,0.27,0.67,0,10.93,1
-94.5,37.5,0,0.29,0.62,0.01,23.49,1
-93.5,37.5,0,0.35,0.44,0.02,37.31,1
-92.5,37.5,0,0.34,0.2,0.01,15.03,0
-91.5,37.5,0,0.32,0.07,0,8.35,0
-90.5,37.5,0,0.33,0.08,0.01,13.28,0
-89.5,37.5,0,0.18,0.52,0.01,26.43,0
-88.5,37.5,0,0.11,0.54,0.01,22.65,1
-87.5,37.5,0,0.23,0.55,0.03,43.04,1
-86.5,37.5,0,0.26,0.38,0.01,19.91,1
-85.5,37.5,0,0.26,0.45,0.02,28.73,1
-84.5,37.5,0,0.25,0.43,0.03,46.17,1
-83.5,37.5,0,0.18,0.05,0.01,18.09,1
-82.5,37.5,0,0.23,0.02,0.01,28.67,1
-81.5,37.5,0,0.2,0.05,0.02,31.06,0
-80.5,37.5,0,0.17,0.14,0.02,31.94,0
-79.5,37.5,0,0.14,0.13,0.03,46.96,0
-78.5,37.5,0,0.05,0.04,0,16.08,1
-77.5,37.5,0,0.1,0.13,0.07,105.84,0
-76.5,37.5,0,0.09,0.11,0.04,91.52,0
-75.5,37.5,0,0.02,0.08,0,32.11,0
-8.5,37.5,0.35,0.17,0.21,0,43.55,1
-7.5,37.5,0.22,0.28,0.26,0,39.97,1
-6.5,37.5,0.19,0.24,0.31,0.01,84.43,1
-5.5,37.5,0.15,0.21,0.43,0.02,119.03,1
-4.5,37.5,0.07,0.28,0.51,0.01,84.66,1
-3.5,37.5,0.22,0.26,0.48,0.01,87.25,1
-2.5,37.5,0.22,0.31,0.42,0,17.23,1
-1.5,37.5,0.1,0.16,0.26,0.01,107.54,1
6.5,37.5,0,0,0.02,0,167.44,1
16.5,37.5,0,0,0,0,80.64,0
20.5,37.5,0.01,0.02,0,0,108.78,1
21.5,37.5,0.15,0.2,0.09,0,55.32,1
22.5,37.5,0.3,0.34,0.22,0,44.58,1
23.5,37.5,0.03,0.11,0.05,0.01,707.86,1
27.5,37.5,0.21,0.09,0.22,0.01,99.13,0
28.5,37.5,0.31,0.1,0.36,0,82.86,0
29.5,37.5,0.27,0.16,0.38,0.01,61.1,0
30.5,37.5,0.29,0.12,0.37,0.01,56.25,0
31.5,37.5,0.32,0.15,0.25,0,65.11,0
32.5,37.5,0.24,0.26,0.3,0.01,52.36,0
33.5,37.5,0.22,0.36,0.29,0,47.97,0
34.5,37.5,0.28,0.28,0.26,0,72.49,0
35.5,37.5,0.26,0.17,0.36,0.01,113.26,0
36.5,37.5,0.28,0.15,0.36,0.01,105.64,0
37.5,37.5,0.19,0.27,0.32,0.01,107.59,0
38.5,37.5,0.14,0.21,0.42,0.01,78.65,0
39.5,37.5,0.11,0.21,0.45,0,74.52,0
40.5,37.5,0.08,0.17,0.47,0.01,75.87,0
41.5,37.5,0.19,0.18,0.47,0.01,81.71,0
42.5,37.5,0.25,0.23,0.42,0,55.38,0
43.5,37.5,0.37,0.22,0.31,0,44.52,0
44.5,37.5,0.18,0.25,0.36,0,84.63,0
45.5,37.5,0,0.18,0.19,0.01,208.88,0
46.5,37.5,0,0.31,0.4,0,135.52,0
47.5,37.5,0,0.34,0.34,0,41.87,0
48.5,37.5,0,0.3,0.38,0,46.6,0
49.5,37.5,0,0.04,0.35,0.01,324.81,0
50.5,37.5,0,0.01,0.09,0,284.16,0
53.5,37.5,0.07,0.02,0,0,17.74,0
54.5,37.5,0.23,0.31,0.18,0,39.8,0
55.5,37.5,0,0.22,0.46,0.01,46.84,0
56.5,37.5,0,0.3,0.1,0,28.06,0
57.5,37.5,0,0.4,0.07,0,36.2,0
58.5,37.5,0,0.46,0.16,0.01,27.52,0
59.5,37.5,0.03,0.7,0.17,0,27.42,0
60.5,37.5,0.05,0.71,0.22,0,11.94,0
61.5,37.5,0.02,0.73,0.22,0.01,30.24,0
62.5,37.5,0.02,0.79,0.17,0,18.98,0
63.5,37.5,0.03,0.93,0.03,0,9.35,0
64.5,37.5,0.05,0.91,0.02,0,13.29,0
65.5,37.5,0.24,0.63,0.11,0,17.13,0
66.5,37.5,0.28,0.49,0.19,0,38.5,0
67.5,37.5,0.32,0.5,0.15,0.01,86.57,0
68.5,37.5,0.32,0.37,0.25,0.01,98.8,0
69.5,37.5,0.17,0.47,0.32,0,97.78,0
70.5,37.5,0.28,0.53,0.19,0,34.21,0
71.5,37.5,0.43,0.23,0.03,0,10.75,0
72.5,37.5,0.44,0.03,0,0,6.12,0
73.5,37.5,0.44,0.1,0,0,0.84,0
74.5,37.5,0.47,0.13,0,0,1.84,0
75.5,37.5,0.39,0.58,0,0,1.53,0
76.5,37.5,0.39,0.59,0.01,0,20.83,0
77.5,37.5,0.63,0.29,0.07,0,10.8,0
78.5,37.5,0.7,0.27,0.03,0,5.4,0
79.5,37.5,0.74,0.16,0.1,0,37.03,0
80.5,37.5,0.79,0.16,0.05,0,14.11,0
81.5,37.5,0.89,0.1,0.02,0,5.16,0
82.5,37.5,0.83,0.17,0.01,0,3,0
83.5,37.5,0.67,0.32,0,0,0.56,0
84.5,37.5,0.63,0.36,0,0,0.4,0
85.5,37.5,0.74,0.25,0,0,0.4,0
86.5,37.5,0.52,0.47,0,0,0.4,0
87.5,37.5,0.41,0.59,0,0,0.36,0
88.5,37.5,0.37,0.6,0,0,0.16,0
89.5,37.5,0.25,0.69,0,0,0.16,0
90.5,37.5,0.4,0.59,0,0,0.26,0
91.5,37.5,0.58,0.42,0,0,0.76,0
92.5,37.5,0.89,0.08,0.02,0,0.92,0
93.5,37.5,0.9,0.08,0.02,0,1.17,0
94.5,37.5,0.99,0.01,0,0,1.08,0
95.5,37.5,0.87,0.11,0,0,0.94,0
96.5,37.5,0.67,0.31,0,0,2.4,0
97.5,37.5,0.54,0.43,0.01,0,3.41,0
98.5,37.5,0.3,0.65,0.05,0,2.3,0
99.5,37.5,0.21,0.69,0.06,0,3.04,0
100.5,37.5,0.17,0.62,0.14,0,7.89,0
101.5,37.5,0.17,0.6,0.23,0,53.86,0
102.5,37.5,0.05,0.74,0.19,0,77.7,0
103.5,37.5,0.26,0.7,0.03,0,60.25,0
104.5,37.5,0.32,0.65,0.01,0,40.6,0
105.5,37.5,0.17,0.68,0.13,0,66.86,0
106.5,37.5,0.06,0.77,0.16,0,70.52,0
107.5,37.5,0.21,0.69,0.1,0,33.46,0
108.5,37.5,0.26,0.65,0.09,0,37.68,0
109.5,37.5,0.16,0.38,0.46,0,82.91,0
110.5,37.5,0.02,0.39,0.57,0,139.93,0
111.5,37.5,0.37,0.26,0.36,0.01,213.44,0
112.5,37.5,0.11,0.26,0.59,0.03,433.57,0
113.5,37.5,0.26,0.24,0.5,0.01,155.53,0
114.5,37.5,0.27,0.21,0.49,0.02,544.91,0
115.5,37.5,0.21,0.21,0.56,0.01,546.14,0
116.5,37.5,0.16,0.12,0.71,0.01,501.67,0
117.5,37.5,0.2,0.12,0.66,0.01,483.57,0
118.5,37.5,0.43,0.15,0.37,0.01,363.26,0
119.5,37.5,0.08,0.02,0.08,0,559.57,0
120.5,37.5,0.28,0.06,0.35,0.01,565.22,0
121.5,37.5,0.24,0.04,0.24,0.01,566.64,0
122.5,37.5,0.1,0.02,0.12,0.01,784.25,0
124.5,37.5,0,0,0,0,212.08,0
125.5,37.5,0.05,0,0.11,0,257.61,0
126.5,37.5,0.15,0.01,0.2,0.07,1894.85,0
127.5,37.5,0.23,0.01,0.16,0.04,1031.61,0
128.5,37.5,0.29,0,0.1,0,81.75,0
129.5,37.5,0.04,0,0.03,0,126.09,0
-122.5,36.5,0,0,0,0,740.44,0
-121.5,36.5,0.37,0.21,0.14,0.04,90.14,0
-120.5,36.5,0.36,0.22,0.31,0.01,13.48,0
-119.5,36.5,0.18,0.21,0.41,0.1,118.05,0
-118.5,36.5,0.74,0.16,0.09,0,2.56,0
-117.5,36.5,0.7,0.24,0.02,0,0.26,0
-116.5,36.5,0.79,0.16,0.01,0,1.76,0
-115.5,36.5,0.77,0.09,0.01,0.08,124.57,0
-113.5,36.5,0.55,0.39,0.01,0,0.48,0
-112.5,36.5,0.61,0.34,0.01,0,0.36,0
-111.5,36.5,0.46,0.47,0,0,2.37,0
-110.5,36.5,0.52,0.42,0,0,2.14,0
-109.5,36.5,0.48,0.45,0.01,0,3.03,0
-108.5,36.5,0.21,0.67,0.02,0.01,9.18,0
-107.5,36.5,0.22,0.66,0.03,0,2.65,0
-106.5,36.5,0.57,0.34,0.04,0,2.41,0
-105.5,36.5,0.54,0.35,0.04,0,4.35,0
-104.5,36.5,0.23,0.63,0.05,0,1.27,0
-103.5,36.5,0.13,0.74,0.04,0,0.37,0
-102.5,36.5,0,0.78,0.22,0,1.22,0
-101.5,36.5,0,0.79,0.2,0,2.81,0
-100.5,36.5,0,0.74,0.25,0,1.92,0
-99.5,36.5,0,0.78,0.21,0,2.79,1
-98.5,36.5,0,0.63,0.36,0,3.24,0
-97.5,36.5,0,0.43,0.55,0.01,16.8,1
-96.5,36.5,0,0.51,0.43,0.01,16.56,1
-95.5,36.5,0,0.33,0.55,0.05,68.69,1
-94.5,36.5,0,0.36,0.4,0.03,42.16,0
-93.5,36.5,0,0.25,0.25,0.01,20.43,0
-92.5,36.5,0,0.25,0.14,0,10.48,0
-91.5,36.5,0,0.25,0.16,0,9.05,0
-90.5,36.5,0,0.24,0.46,0.01,16.45,0
-89.5,36.5,0,0.26,0.61,0.01,18.51,0
-88.5,36.5,0,0.28,0.45,0.01,23.33,1
-87.5,36.5,0,0.23,0.32,0.02,35.12,1
-86.5,36.5,0,0.31,0.48,0.07,103.43,1
-85.5,36.5,0,0.23,0.27,0.01,20.28,1
-84.5,36.5,0,0.13,0.11,0.02,28.29,1
-83.5,36.5,0,0.21,0.2,0.02,41.33,1
-82.5,36.5,0,0.18,0.15,0.04,56.85,0
-81.5,36.5,0,0.04,0.06,0.01,27.51,0
-80.5,36.5,0,0.06,0.15,0.03,59.88,0
-79.5,36.5,0,0.14,0.25,0.05,78.2,1
-78.5,36.5,0,0.09,0.17,0.02,35.52,1
-77.5,36.5,0,0.08,0.15,0,17.64,0
-76.5,36.5,0,0.09,0.21,0.08,141.77,0
-75.5,36.5,0.01,0,0,0,101.34,0
-5.5,36.5,0.37,0.11,0.24,0.01,109.62,1
-4.5,36.5,0.1,0.09,0.17,0.02,338.43,1
-3.5,36.5,0.06,0.08,0.12,0,86.96,1
-2.5,36.5,0.06,0.07,0.07,0.01,176.41,1
0.5,36.5,0,0.07,0.16,0,202.72,1
1.5,36.5,0,0.1,0.41,0,180.28,1
2.5,36.5,0,0.02,0.57,0.01,190.68,1
3.5,36.5,0,0.17,0.58,0.02,636.84,1
4.5,36.5,0,0.28,0.57,0.01,252.48,1
5.5,36.5,0,0.4,0.31,0.01,215.26,1
6.5,36.5,0,0.12,0.77,0.02,226.49,1
7.5,36.5,0,0.11,0.79,0.01,179.64,1
8.5,36.5,0,0.07,0.82,0.01,106.22,1
9.5,36.5,0,0.02,0.94,0.01,114.45,1
21.5,36.5,0.01,0.02,0,0,37.09,1
22.5,36.5,0.07,0.12,0.06,0,23.91,1
23.5,36.5,0.01,0.02,0.01,0,32.3,1
29.5,36.5,0.26,0.11,0.24,0,68.01,0
30.5,36.5,0.15,0.07,0.14,0.01,79.76,0
31.5,36.5,0.08,0.03,0.09,0,79.76,0
32.5,36.5,0.28,0.17,0.24,0,68.95,0
33.5,36.5,0.27,0.18,0.27,0,99.27,0
34.5,36.5,0.08,0.07,0.15,0,105.88,0
36.5,36.5,0.15,0.08,0.6,0.01,164.61,0
37.5,36.5,0.04,0.27,0.59,0.02,100.08,0
44.5,36.5,0.19,0.19,0.61,0.01,77.29,0
45.5,36.5,0.03,0.26,0.52,0,66.47,0
46.5,36.5,0,0.28,0.49,0.01,66.5,0
47.5,36.5,0,0.37,0.31,0,38.29,0
48.5,36.5,0,0.42,0.18,0.01,46.9,0
49.5,36.5,0,0.34,0.3,0,53.72,0
50.5,36.5,0,0.27,0.31,0.01,101.62,0
51.5,36.5,0,0.17,0.21,0,156.38,0
52.5,36.5,0,0.1,0.4,0.01,222.32,0
53.5,36.5,0,0.15,0.43,0,83.65,0
54.5,36.5,0,0.26,0.23,0.01,75.19,0
55.5,36.5,0,0.25,0.07,0,12.78,0
56.5,36.5,0,0.16,0.02,0,15.87,0
57.5,36.5,0,0.22,0.06,0,28.73,0
58.5,36.5,0,0.3,0.11,0,46.74,0
59.5,36.5,0,0.27,0.13,0.02,123.66,0
60.5,36.5,0,0.41,0.09,0,78.95,0
61.5,36.5,0.06,0.84,0.08,0,15.35,0
62.5,36.5,0.01,0.86,0.11,0,8.42,0
63.5,36.5,0.01,0.94,0.04,0,11.51,0
64.5,36.5,0.07,0.81,0.09,0,21.76,0
65.5,36.5,0.12,0.56,0.23,0,35.67,0
66.5,36.5,0.06,0.39,0.45,0,71.56,0
67.5,36.5,0.25,0.37,0.37,0,76.16,0
68.5,36.5,0.16,0.46,0.31,0,105.92,0
69.5,36.5,0.18,0.48,0.34,0,73.44,0
70.5,36.5,0.32,0.48,0.1,0,23.9,0
71.5,36.5,0.3,0.2,0.01,0,14.44,0
72.5,36.5,0,0.06,0,0,28.92,0
73.5,36.5,0,0.05,0,0,54.32,0
74.5,36.5,0,0.04,0.01,0,64.19,0
75.5,36.5,0.1,0.09,0,0,54.28,0
76.5,36.5,0.37,0.46,0,0,4.56,0
77.5,36.5,0.32,0.61,0,0,10.76,0
78.5,36.5,0.32,0.66,0,0,6.77,0
79.5,36.5,0.42,0.57,0,0,16.54,0
80.5,36.5,0.56,0.43,0,0,8.58,0
81.5,36.5,0.44,0.51,0.04,0,5.13,0
82.5,36.5,0.53,0.47,0,0,3.51,0
83.5,36.5,0.39,0.6,0,0,0.57,0
84.5,36.5,0.37,0.63,0,0,0.48,0
85.5,36.5,0.37,0.55,0,0,0.4,0
86.5,36.5,0.25,0.69,0,0,0.35,0
87.5,36.5,0.25,0.69,0,0,0.28,0
88.5,36.5,0.18,0.75,0,0,0.25,0
89.5,36.5,0.22,0.7,0,0,0.2,0
90.5,36.5,0.41,0.59,0,0,0.24,0
91.5,36.5,0.42,0.57,0,0,0.81,0
92.5,36.5,0.48,0.51,0,0,1.31,0
93.5,36.5,0.67,0.32,0.01,0,1.35,0
94.5,36.5,0.74,0.24,0.02,0,1.35,0
95.5,36.5,0.76,0.2,0,0,1.27,0
96.5,36.5,0.79,0.19,0.02,0,1.09,0
97.5,36.5,0.62,0.32,0.05,0,1.14,0
98.5,36.5,0.41,0.49,0.08,0,2.13,0
99.5,36.5,0.32,0.58,0.03,0,6.63,0
100.5,36.5,0.21,0.47,0.07,0,8.84,0
101.5,36.5,0.08,0.45,0.43,0.01,171.74,0
102.5,36.5,0.07,0.51,0.39,0,135.96,0
103.5,36.5,0.08,0.87,0.02,0.02,238.43,0
104.5,36.5,0.08,0.62,0.28,0.01,105.8,0
105.5,36.5,0.09,0.69,0.21,0,88.86,0
106.5,36.5,0.02,0.71,0.26,0,79.04,0
107.5,36.5,0.05,0.5,0.44,0,60.05,0
108.5,36.5,0.13,0.27,0.58,0,38.71,0
109.5,36.5,0.19,0.26,0.55,0,68.69,0
110.5,36.5,0.15,0.31,0.54,0,59.43,0
111.5,36.5,0.31,0.3,0.37,0.01,259.83,0
112.5,36.5,0.35,0.22,0.43,0,137.44,0
113.5,36.5,0.21,0.31,0.46,0.01,334.65,0
114.5,36.5,0.14,0.21,0.56,0.05,864.44,0
115.5,36.5,0.14,0.14,0.71,0.02,684.38,0
116.5,36.5,0.13,0.11,0.71,0.02,588.07,0
117.5,36.5,0.27,0.11,0.57,0.05,805.14,0
118.5,36.5,0.31,0.1,0.56,0.03,558.8,0
119.5,36.5,0.17,0.11,0.69,0.02,538.87,0
120.5,36.5,0.2,0.1,0.44,0.03,781.39,0
121.5,36.5,0.07,0.02,0.12,0,300.71,0
122.5,36.5,0.01,0.01,0.03,0,406.76,0
126.5,36.5,0.15,0.01,0.16,0,219.48,0
127.5,36.5,0.23,0,0.17,0.02,356.92,0
128.5,36.5,0.24,0,0.17,0.01,133.57,0
129.5,36.5,0.4,0,0.06,0,141.09,0
52.5,35.5,0,0.3,0.06,0,28.13,0
53.5,35.5,0,0.2,0.02,0,16.64,0
54.5,35.5,0,0.1,0.01,0,7,0
