"lon","lat","PrimLand","pasture","cropland","urban","Hmpop","Dep"
39.5,55.5,0.24,0.31,0.11,0,53.33,0
40.5,55.5,0.5,0.3,0.09,0,28.4,0
41.5,55.5,0.24,0.15,0.08,0,22.86,0
42.5,55.5,0.28,0.1,0.07,0.01,52.71,0
43.5,55.5,0.2,0.09,0.16,0.01,49.38,0
44.5,55.5,0.11,0.11,0.26,0,22.09,0
45.5,55.5,0.07,0.23,0.52,0,20.7,0
46.5,55.5,0.3,0.14,0.37,0,31.89,0
47.5,55.5,0.06,0.08,0.33,0.01,49.3,0
48.5,55.5,0.08,0.19,0.52,0.01,93.21,0
49.5,55.5,0.11,0.17,0.41,0.02,202.03,0
50.5,55.5,0.1,0.1,0.27,0,28.68,0
51.5,55.5,0.19,0.1,0.26,0.01,47.61,0
52.5,55.5,0.09,0.07,0.25,0.02,118.56,0
53.5,55.5,0.11,0.09,0.23,0,16.55,0
54.5,55.5,0.17,0.1,0.24,0,25.59,0
55.5,55.5,0.24,0.1,0.22,0,21.65,0
56.5,55.5,0.43,0.07,0.14,0,14.59,0
57.5,55.5,0.49,0.03,0.03,0,11.55,0
58.5,55.5,0.37,0.08,0.17,0,11.57,0
59.5,55.5,0.48,0.05,0.04,0.01,43.5,0
60.5,55.5,0.32,0.07,0.09,0.01,43.45,0
61.5,55.5,0.22,0.24,0.29,0.03,206.83,0
62.5,55.5,0.16,0.28,0.43,0,12.26,0
63.5,55.5,0.15,0.28,0.45,0,12.36,0
64.5,55.5,0.28,0.25,0.36,0,13.38,0
65.5,55.5,0.3,0.25,0.33,0.01,71.9,0
66.5,55.5,0.25,0.26,0.37,0,8.22,0
67.5,55.5,0.33,0.25,0.31,0,7.36,0
68.5,55.5,0.25,0.28,0.35,0,6.8,0
69.5,55.5,0.19,0.3,0.39,0,7.72,0
70.5,55.5,0.25,0.31,0.39,0,5.7,0
71.5,55.5,0.21,0.23,0.5,0,6.95,0
72.5,55.5,0.17,0.19,0.53,0,10.7,0
73.5,55.5,0.17,0.18,0.47,0.01,92.46,0
74.5,55.5,0.15,0.17,0.54,0,12.73,0
75.5,55.5,0.31,0.18,0.41,0,7.36,0
76.5,55.5,0.35,0.17,0.39,0,6.53,0
77.5,55.5,0.36,0.18,0.38,0,4.59,0
78.5,55.5,0.44,0.2,0.31,0,15.69,0
79.5,55.5,0.45,0.23,0.29,0,2.09,0
80.5,55.5,0.36,0.18,0.38,0,3.27,0
81.5,55.5,0.43,0.15,0.37,0,4.87,0
82.5,55.5,0.38,0.04,0.17,0.02,107.14,0
83.5,55.5,0.29,0.05,0.19,0,46.63,0
84.5,55.5,0.2,0.06,0.26,0,24.5,0
85.5,55.5,0.28,0.06,0.23,0,14.4,0
86.5,55.5,0.43,0.02,0.08,0.01,94.2,0
87.5,55.5,0.49,0.01,0.06,0,4.11,0
88.5,55.5,0.45,0.03,0.14,0,3.92,0
89.5,55.5,0.46,0.05,0.21,0,14.84,0
90.5,55.5,0.46,0.05,0.19,0,7.3,0
91.5,55.5,0.46,0.03,0.14,0,3.83,0
92.5,55.5,0.46,0,0.03,0,41.83,0
93.5,55.5,0.5,0.02,0.12,0,5.59,0
94.5,55.5,0.46,0.03,0.24,0,11.28,0
95.5,55.5,0.48,0.02,0.15,0,3.08,0
96.5,55.5,0.57,0,0.02,0,3.92,0
97.5,55.5,0.54,0,0.03,0,1.21,0
98.5,55.5,0.53,0,0.01,0,6.27,0
99.5,55.5,0.52,0,0.02,0,0.98,0
100.5,55.5,0.51,0.01,0.03,0,2.13,0
101.5,55.5,0.42,0.01,0.03,0,2.6,0
102.5,55.5,0.48,0,0.02,0,2.43,0
103.5,55.5,0.65,0,0,0,1.38,0
104.5,55.5,0.56,0,0.01,0,0.9,0
105.5,55.5,0.51,0,0,0,0.51,0
106.5,55.5,0.52,0,0.01,0,0.57,0
107.5,55.5,0.52,0,0.01,0,0.82,0
108.5,55.5,0.5,0.01,0.03,0,0.74,0
109.5,55.5,0.26,0.01,0.02,0,8.39,0
110.5,55.5,0.85,0,0,0,0.6,0
111.5,55.5,0.68,0,0,0,0.93,0
112.5,55.5,0.97,0,0,0,0.49,0
113.5,55.5,0.73,0,0,0,0.69,0
114.5,55.5,0.77,0,0,0,0.28,0
115.5,55.5,0.56,0,0,0,0.19,0
116.5,55.5,0.59,0,0,0,0.3,0
117.5,55.5,0.89,0,0,0,0.33,0
118.5,55.5,0.98,0,0,0,0.22,0
119.5,55.5,0.73,0,0,0,0.11,0
120.5,55.5,0.81,0,0,0,0.07,0
121.5,55.5,0.71,0,0,0,0.16,0
122.5,55.5,0.6,0,0.01,0,0.4,0
123.5,55.5,0.49,0,0.03,0,0.4,0
124.5,55.5,0.63,0,0.02,0,8.06,0
125.5,55.5,0.59,0,0.01,0,0.46,0
126.5,55.5,0.74,0,0.01,0,0.5,0
127.5,55.5,0.58,0,0,0,0.48,0
128.5,55.5,0.57,0,0.01,0,0.52,0
129.5,55.5,0.76,0,0,0,0.47,0
130.5,55.5,0.82,0,0,0,0.47,0
131.5,55.5,1,0,0,0,0.21,0
132.5,55.5,0.72,0,0.01,0,0.13,0
133.5,55.5,0.71,0.01,0,0,0.03,0
134.5,55.5,0.6,0,0.01,0,0.03,0
135.5,55.5,0.46,0.01,0.01,0,0.03,0
136.5,55.5,0.22,0,0.01,0,0.03,0
137.5,55.5,0.06,0,0,0,0.03,0
138.5,55.5,0,0,0,0,0.03,1
155.5,55.5,0.37,0,0,0,0.19,0
156.5,55.5,0.84,0,0,0,0.13,0
157.5,55.5,1,0,0,0,0.11,0
158.5,55.5,0.87,0,0,0,0.28,0
159.5,55.5,0.56,0,0,0,0.49,0
160.5,55.5,0.89,0,0,0,0.55,0
161.5,55.5,0.76,0,0,0,0.52,0
127.5,54.5,0.45,0,0,0,0.28,0
128.5,54.5,0.47,0,0.01,0,0.28,0
129.5,54.5,0.51,0,0.02,0,0.28,0
130.5,54.5,0.54,0,0.01,0,0.24,0
131.5,54.5,0.53,0,0.01,0,0.1,0
132.5,54.5,0.52,0,0.01,0,0.03,0
133.5,54.5,0.52,0,0.01,0,0.03,0
134.5,54.5,0.52,0,0.01,0,0.03,0
135.5,54.5,0.4,0,0,0,0.03,0
136.5,54.5,0.24,0,0.01,0,0.03,0
137.5,54.5,0.1,0,0,0,0.03,0
138.5,54.5,0.06,0,0,0,0.03,0
139.5,54.5,0.18,0,0,0,0.63,0
140.5,54.5,0.02,0,0,0,1.17,0
155.5,54.5,0.27,0,0,0,0.2,0
156.5,54.5,0.77,0,0,0,0.2,0
157.5,54.5,1,0,0,0,0.3,0
158.5,54.5,0.68,0,0,0,0.58,0
159.5,54.5,0.98,0,0,0,0.56,0
160.5,54.5,0.54,0,0,0,0.54,0
161.5,54.5,0.44,0,0,0,0.54,0
162.5,54.5,0.02,0,0,0,0.54,0
-59.5,55.5,0.11,0,0,0,0.38,0
-79.5,55.5,0.02,0,0,0,0,1
-78.5,55.5,0.04,0,0,0,0,1
-58.5,55.5,0,0,0,0,0,1
162.5,55.5,0,0,0,0,0.52,1
-156.5,56.5,0.02,0,0,0,0.02,1
-80.5,56.5,0,0,0,0,0,1
-79.5,56.5,0.11,0,0,0,0.36,1
-78.5,56.5,0.05,0,0,0,0,1
-60.5,56.5,0,0,0,0,0,1
-89.5,57.5,0,0,0,0,0,1
-79.5,57.5,0,0,0,0,0,1
-163.5,59.5,0.13,0,0,0,0.16,0
-162.5,59.5,0.04,0,0,0,0.16,0
-161.5,59.5,0.84,0.01,0,0,0.16,0
-160.5,59.5,0.94,0.01,0,0,0.11,0
-159.5,59.5,0.94,0,0,0,0.05,0
-158.5,59.5,0.83,0.01,0,0,0.34,0
-157.5,59.5,0.99,0,0,0,0.05,0
-156.5,59.5,0.96,0,0,0,0.04,0
-155.5,59.5,0.7,0,0,0,0.03,0
-154.5,59.5,0.73,0.01,0,0,0.03,0
-153.5,59.5,0.36,0,0,0,0.02,0
-152.5,59.5,0.03,0,0,0,0.01,0
-151.5,59.5,0.49,0,0,0,4.14,0
-150.5,59.5,0.29,0,0,0,0.74,0
-139.5,59.5,0.29,0,0,0,0.12,0
-138.5,59.5,0.39,0,0,0,0.09,0
-137.5,59.5,0.57,0,0,0,0.03,0
-136.5,59.5,0.65,0,0,0,0.11,0
-135.5,59.5,0.7,0,0,0,0.47,0
-134.5,59.5,0.67,0,0,0,0.06,0
-133.5,59.5,0.89,0,0,0,0.04,0
-132.5,59.5,0.96,0,0,0,0.01,0
-131.5,59.5,1,0,0,0,0.01,0
-130.5,59.5,1,0,0,0,0.01,0
-129.5,59.5,0.95,0,0,0,0.02,0
-128.5,59.5,0.88,0,0,0,0.03,0
-127.5,59.5,0.75,0,0,0,0.01,0
-126.5,59.5,0.82,0,0,0,0.01,0
-125.5,59.5,0.89,0,0,0,0.01,0
-124.5,59.5,0.74,0,0.01,0,0.01,0
-123.5,59.5,0.72,0,0.01,0,0.01,0
-122.5,59.5,0.8,0,0.01,0,0.01,0
-121.5,59.5,0.8,0,0,0,0.01,0
-120.5,59.5,0.73,0,0.01,0,0.01,0
-119.5,59.5,0.88,0,0,0,0.11,0
-118.5,59.5,0.71,0,0,0,0.11,0
-117.5,59.5,0.82,0,0,0,0.16,0
-116.5,59.5,0.74,0,0,0,0.11,0
-115.5,59.5,0.88,0,0,0,0.08,0
-114.5,59.5,0.82,0,0,0,0.06,0
-113.5,59.5,0.73,0,0,0,0.01,0
-112.5,59.5,0.74,0,0,0,0.03,0
-111.5,59.5,0.72,0.01,0,0,0.36,0
-110.5,59.5,0.63,0,0,0,0.64,0
-109.5,59.5,0.34,0,0,0,0.01,0
-108.5,59.5,0.42,0.01,0,0,0.01,0
-107.5,59.5,0.68,0,0,0,0.09,0
-106.5,59.5,0.75,0,0,0,0.09,0
-105.5,59.5,0.84,0,0,0,0.25,0
-104.5,59.5,0.81,0,0,0,0.01,0
-103.5,59.5,0.92,0,0,0,0.01,0
-102.5,59.5,0.89,0,0,0,0.01,0
-101.5,59.5,0.93,0,0,0,0,0
-100.5,59.5,0.91,0,0,0,0,0
-99.5,59.5,0.98,0,0,0,0,0
-98.5,59.5,0.97,0,0,0,0,0
-97.5,59.5,0.96,0,0,0,0,0
-96.5,59.5,0.93,0,0,0,0,0
-95.5,59.5,0.91,0,0,0,0,0
-94.5,59.5,0.15,0,0,0,0,0
-78.5,59.5,0.03,0,0,0,0,1
-77.5,59.5,0.63,0,0,0,0,1
-76.5,59.5,0.95,0,0,0,0,1
-75.5,59.5,0.9,0,0,0,0,1
-74.5,59.5,0.87,0,0,0,0,0
-73.5,59.5,0.88,0,0,0,0,0
-72.5,59.5,0.97,0,0,0,0,0
-71.5,59.5,0.96,0,0,0,0,0
-70.5,59.5,0.96,0,0,0,0,1
-69.5,59.5,0.41,0,0,0,0.06,1
-65.5,59.5,0.34,0,0,0,0,0
-64.5,59.5,0.81,0,0,0,0,0
-63.5,59.5,0.14,0,0,0,0,0
-161.5,58.5,0.22,0,0,0,0.14,0
-160.5,58.5,0.07,0,0,0,0.05,0
-159.5,58.5,0.24,0,0,0,0.05,0
-158.5,58.5,0.27,0,0,0,0.62,0
-157.5,58.5,0.48,0.01,0.01,0,0.12,0
-156.5,58.5,0.85,0.02,0,0,0.21,0
-155.5,58.5,0.84,0,0,0,0.03,0
-154.5,58.5,0.72,0,0,0,0.01,0
-153.5,58.5,0.19,0,0,0,0.05,0
-137.5,58.5,0.13,0,0,0,0.12,0
-136.5,58.5,0.34,0,0,0,0.12,0
-135.5,58.5,0.56,0,0,0,0.4,0
-134.5,58.5,0.42,0,0,0,6.94,0
-133.5,58.5,0.77,0,0,0,0.51,0
-132.5,58.5,0.92,0,0,0,0.01,0
-131.5,58.5,0.94,0,0,0,0.01,0
-130.5,58.5,0.92,0,0.01,0,0.02,0
-129.5,58.5,1,0,0,0,0.01,0
-128.5,58.5,0.95,0,0,0,0.01,0
-127.5,58.5,0.89,0,0,0,0.01,0
-126.5,58.5,1,0,0,0,0.01,0
-125.5,58.5,0.86,0,0,0,0.01,0
-124.5,58.5,0.74,0,0,0,0.01,0
-123.5,58.5,0.78,0,0.01,0,0.01,0
-122.5,58.5,0.71,0.01,0.02,0,0.79,0
-121.5,58.5,0.73,0,0.01,0,0.01,0
-120.5,58.5,0.76,0,0,0,0.01,0
-119.5,58.5,0.87,0,0,0,0.31,0
-118.5,58.5,0.8,0,0,0,0.26,0
-117.5,58.5,0.76,0,0,0,0.64,0
-116.5,58.5,0.56,0.03,0.09,0,0.16,0
-115.5,58.5,0.69,0.01,0.02,0,0.26,0
-114.5,58.5,0.74,0,0,0,0.34,0
-113.5,58.5,0.73,0.01,0,0,0.06,0
-112.5,58.5,0.58,0.01,0.02,0,0.07,0
-111.5,58.5,0.55,0.02,0.01,0,0.28,0
-110.5,58.5,0.49,0.02,0,0,0.61,0
-109.5,58.5,0.68,0.01,0.01,0,0.01,0
-108.5,58.5,0.69,0.01,0,0,0.01,0
-107.5,58.5,0.69,0.01,0,0,0.01,0
-106.5,58.5,0.73,0,0,0,0.01,0
-105.5,58.5,0.69,0,0,0,0.01,0
-104.5,58.5,0.79,0,0,0,0.01,0
-103.5,58.5,0.62,0,0,0,0.2,0
-102.5,58.5,0.83,0,0,0,0.09,0
-101.5,58.5,0.83,0,0,0,0.27,0
-100.5,58.5,0.84,0,0,0,0,0
-99.5,58.5,0.88,0,0,0,0,0
-98.5,58.5,0.89,0,0,0,0.1,0
-97.5,58.5,0.97,0,0,0,0,0
-96.5,58.5,0.99,0,0,0,0,0
-95.5,58.5,0.98,0,0,0,0,0
-94.5,58.5,0.79,0,0,0,0.26,0
-93.5,58.5,0.64,0,0,0,0,0
-78.5,58.5,0.21,0,0,0,1.06,1
-77.5,58.5,0.78,0,0,0,0,1
-76.5,58.5,0.96,0,0,0,0,0
-75.5,58.5,0.93,0,0,0,0,0
-74.5,58.5,0.98,0,0,0,0,0
-73.5,58.5,0.98,0,0,0,0,0
-72.5,58.5,0.97,0,0,0,0,0
-71.5,58.5,0.97,0,0,0,0,0
-70.5,58.5,0.98,0,0,0,0,0
-69.5,58.5,0.82,0,0,0,0.03,0
-68.5,58.5,0.68,0,0,0,0.34,0
-67.5,58.5,0.31,0,0,0,0,0
-66.5,58.5,0.56,0,0,0,0.05,0
-65.5,58.5,0.8,0,0,0,0.08,0
-64.5,58.5,0.98,0,0,0,0,0
-63.5,58.5,0.82,0,0,0,0,0
-62.5,58.5,0.2,0,0,0,0,0
5.5,58.5,0.09,0.02,0.06,0.02,184.95,1
6.5,58.5,0.38,0.03,0.14,0,12.67,0
7.5,58.5,0.48,0.02,0.14,0,16.51,0
8.5,58.5,0.35,0.01,0.06,0.01,35.06,0
9.5,58.5,0.13,0,0.01,0,32.1,1
11.5,58.5,0,0.02,0.08,0,36.52,0
12.5,58.5,0,0.02,0.16,0,41.1,0
13.5,58.5,0.35,0.03,0.23,0.01,37.03,0
14.5,58.5,0.54,0.02,0.1,0,25.34,0
15.5,58.5,0.65,0.03,0.18,0.01,42.12,0
16.5,58.5,0.59,0.03,0.12,0.01,35.85,0
17.5,58.5,0.12,0,0.02,0,62.82,0
24.5,58.5,0.4,0.02,0.07,0,24.9,0
25.5,58.5,0.48,0.02,0.1,0,16.68,0
26.5,58.5,0.45,0.02,0.09,0.01,30.59,0
27.5,58.5,0.35,0.06,0.06,0,13.15,0
28.5,58.5,0.46,0.05,0.01,0,5.93,0
29.5,58.5,0.46,0.07,0.02,0,10.63,0
30.5,58.5,0.44,0.07,0.06,0,7.02,0
31.5,58.5,0.57,0.09,0.07,0.01,59.05,0
32.5,58.5,0.47,0.1,0.03,0,7.11,0
33.5,58.5,0.46,0.1,0.02,0,9.63,0
34.5,58.5,0.46,0.1,0.04,0,13.83,0
35.5,58.5,0.47,0.06,0.05,0,7.47,0
36.5,58.5,0.4,0.08,0.1,0,7,0
37.5,58.5,0.3,0.11,0.07,0,8.62,0
38.5,58.5,0.2,0.07,0.04,0.01,9.67,0
39.5,58.5,0.35,0.13,0.05,0,10.07,0
40.5,58.5,0.34,0.16,0.04,0,11.08,0
41.5,58.5,0.41,0.16,0.04,0,11.47,0
42.5,58.5,0.41,0.14,0.04,0,8.04,0
43.5,58.5,0.46,0.09,0.04,0,5.64,0
44.5,58.5,0.48,0.06,0.05,0,6.38,0
45.5,58.5,0.48,0.02,0.05,0,10.19,0
46.5,58.5,0.48,0.02,0.04,0,5.51,0
47.5,58.5,0.47,0.03,0.1,0,5.39,0
48.5,58.5,0.44,0.04,0.1,0,14.01,0
49.5,58.5,0.39,0.07,0.08,0.02,89.01,0
50.5,58.5,0.39,0.06,0.11,0,32.26,0
51.5,58.5,0.43,0.03,0.09,0,9.07,0
52.5,58.5,0.47,0.03,0.04,0,27.37,0
53.5,58.5,0.48,0.01,0.02,0,7.66,0
54.5,58.5,0.47,0.03,0.04,0,10.14,0
55.5,58.5,0.46,0.02,0.03,0,20.5,0
56.5,58.5,0.4,0.01,0.01,0.02,100.77,0
57.5,58.5,0.48,0.01,0.01,0.01,28.53,0
58.5,58.5,0.52,0,0,0,6.38,0
59.5,58.5,0.49,0,0.01,0,29.61,0
60.5,58.5,0.49,0.01,0.02,0,23.77,0
61.5,58.5,0.48,0.01,0.02,0,4.2,0
62.5,58.5,0.48,0.02,0.03,0,4.58,0
63.5,58.5,0.48,0.02,0.04,0,4.07,0
64.5,58.5,0.48,0.02,0.05,0,1.63,0
65.5,58.5,0.48,0.02,0.15,0,8.54,0
66.5,58.5,0.48,0.04,0.14,0,1.47,0
67.5,58.5,0.48,0.02,0.09,0,1.66,0
68.5,58.5,0.49,0.02,0.03,0,19.82,0
69.5,58.5,0.53,0.01,0.01,0,0.96,0
70.5,58.5,0.55,0,0.01,0,1.28,0
71.5,58.5,0.52,0,0,0,0.85,0
72.5,58.5,0.54,0,0,0,0.49,0
73.5,58.5,0.57,0,0,0,0.72,0
74.5,58.5,0.56,0,0,0,0.91,0
75.5,58.5,0.52,0,0.01,0,0.62,0
76.5,58.5,0.54,0,0,0,0.38,0
77.5,58.5,0.57,0,0,0,0.38,0
78.5,58.5,0.53,0.01,0,0,0.4,0
79.5,58.5,0.52,0,0.01,0,0.41,0
80.5,58.5,0.53,0,0.02,0,0.47,0
81.5,58.5,0.52,0.02,0.02,0,0.94,0
82.5,58.5,0.48,0.02,0.05,0,6.67,0
83.5,58.5,0.54,0.01,0.01,0,1.78,0
84.5,58.5,0.52,0,0,0,1.05,0
85.5,58.5,0.52,0,0,0,0.96,0
86.5,58.5,0.56,0,0.01,0,1.24,0
87.5,58.5,0.57,0,0,0,1.02,0
88.5,58.5,0.54,0,0.01,0,0.49,0
89.5,58.5,0.55,0,0.01,0,0.38,0
90.5,58.5,0.67,0,0,0,0.38,0
91.5,58.5,0.51,0,0.01,0,0.38,0
92.5,58.5,0.62,0,0.03,0,16.57,0
93.5,58.5,0.77,0,0,0,0.99,0
94.5,58.5,0.77,0,0,0,1.44,0
95.5,58.5,0.92,0,0,0,1.29,0
96.5,58.5,0.7,0,0,0,1.12,0
97.5,58.5,0.59,0,0,0,1.12,0
98.5,58.5,0.58,0,0,0,1.11,0
99.5,58.5,0.89,0,0,0,1.11,0
100.5,58.5,0.65,0,0,0,1.08,0
101.5,58.5,0.57,0,0,0,0.99,0
102.5,58.5,0.58,0,0,0,17.36,0
103.5,58.5,0.54,0,0,0,0.71,0
104.5,58.5,0.53,0,0,0,0.42,0
105.5,58.5,0.53,0,0,0,0.08,0
106.5,58.5,0.56,0,0,0,0.15,0
107.5,58.5,0.55,0,0,0,0.39,0
108.5,58.5,0.78,0,0.01,0,0.39,0
109.5,58.5,0.54,0,0.01,0,0.66,0
110.5,58.5,0.62,0,0.01,0,0.62,0
111.5,58.5,0.59,0,0,0,0.47,0
112.5,58.5,0.51,0,0.02,0,0.38,0
113.5,58.5,0.58,0,0,0,0.33,0
114.5,58.5,0.64,0,0,0,0.17,0
115.5,58.5,0.65,0,0,0,0.17,0
116.5,58.5,0.65,0,0,0,0.17,0
117.5,58.5,0.64,0,0,0,0.19,0
118.5,58.5,0.56,0,0,0,0.2,0
119.5,58.5,0.64,0,0,0,0.15,0
120.5,58.5,0.76,0,0,0,0.15,0
121.5,58.5,0.67,0,0,0,0.15,0
122.5,58.5,0.78,0,0,0,0.16,0
123.5,58.5,0.86,0,0,0,0.44,0
124.5,58.5,0.9,0,0,0,0.46,0
125.5,58.5,0.63,0,0,0,0.3,0
126.5,58.5,0.65,0,0,0,0.3,0
127.5,58.5,0.63,0,0,0,0.3,0
128.5,58.5,0.64,0,0.01,0,0.3,0
129.5,58.5,0.71,0.01,0.01,0,0.3,0
130.5,58.5,0.69,0.01,0.01,0,0.3,0
131.5,58.5,0.63,0,0.01,0,0.29,0
132.5,58.5,0.58,0,0,0,0.1,0
133.5,58.5,0.94,0,0,0,0.02,0
134.5,58.5,0.74,0,0,0,0.02,0
135.5,58.5,0.57,0,0.01,0,0.02,0
136.5,58.5,0.67,0,0,0,0.02,0
137.5,58.5,0.89,0,0,0,0.02,0
138.5,58.5,0.98,0,0,0,0.06,0
139.5,58.5,0.71,0,0,0,0.09,0
140.5,58.5,0.43,0.01,0.02,0,0.1,0
141.5,58.5,0.2,0,0.01,0,0.1,0
142.5,58.5,0,0,0,0,0.1,0
151.5,58.5,0.09,0,0,0,0.19,0
152.5,58.5,0.04,0,0,0,0.19,0
157.5,58.5,0,0,0,0,0.15,0
158.5,58.5,0.16,0,0,0,0.15,0
159.5,58.5,0.5,0,0,0,0.15,0
160.5,58.5,0.88,0,0,0,0.15,0
161.5,58.5,0.79,0,0,0,0.17,0
162.5,58.5,0.18,0,0,0,0.17,0
163.5,58.5,0.07,0,0,0,0.17,0
164.5,58.5,0.11,0,0,0,0.17,1
-112.5,57.5,0.69,0.01,0.01,0,0.59,0
-111.5,57.5,0.69,0.02,0,0,0.69,0
-110.5,57.5,0.71,0.02,0,0,0.64,0
-109.5,57.5,0.65,0.01,0,0,0.01,0
-108.5,57.5,0.67,0.01,0,0,0.01,0
-107.5,57.5,0.66,0.01,0,0,0.01,0
-106.5,57.5,0.54,0.01,0,0,0.01,0
-105.5,57.5,0.71,0,0,0,0.01,0
-104.5,57.5,0.79,0,0,0,0.01,0
-103.5,57.5,0.74,0,0,0,0.01,0
-102.5,57.5,0.42,0,0,0,0.01,0
-101.5,57.5,0.7,0,0,0,0.05,0
-100.5,57.5,0.85,0,0,0,0,0
-99.5,57.5,0.72,0,0,0,0,0
-98.5,57.5,0.6,0,0,0,0,0
-97.5,57.5,0.84,0,0,0,0,0
-96.5,57.5,0.81,0,0,0,0,0
-95.5,57.5,0.84,0,0,0,0,0
-94.5,57.5,0.98,0,0,0,0,0
-93.5,57.5,0.93,0,0,0,0,0
-92.5,57.5,0.42,0,0,0,0,0
-91.5,57.5,0.16,0,0,0,0,0
-90.5,57.5,0.17,0,0,0,0,0
-76.5,57.5,0.74,0,0,0,0,0
-75.5,57.5,0.98,0,0,0,0,0
-74.5,57.5,0.96,0,0,0,0,0
-73.5,57.5,1,0,0,0,0,0
-72.5,57.5,1,0,0,0,0,0
-71.5,57.5,0.99,0,0,0,0,0
-70.5,57.5,1,0,0,0,0,0
-69.5,57.5,0.99,0,0,0,0,0
-68.5,57.5,0.95,0,0,0,0,0
-67.5,57.5,0.97,0,0,0,0,0
-66.5,57.5,0.92,0,0,0,0,0
-65.5,57.5,0.97,0,0,0,0,0
-64.5,57.5,0.98,0,0,0,0,0
-63.5,57.5,0.97,0,0,0,0,0
-62.5,57.5,0.86,0,0,0,0,0
-61.5,57.5,0.19,0,0,0,0,0
9.5,57.5,0.05,0.02,0.13,0.02,88.68,1
10.5,57.5,0.02,0.03,0.17,0.01,86.77,1
12.5,57.5,0,0.02,0.11,0.01,97.06,1
13.5,57.5,0,0.02,0.08,0,27.4,1
14.5,57.5,0,0.02,0.09,0.01,31.54,0
15.5,57.5,0.88,0.01,0.04,0,12.68,0
16.5,57.5,0.51,0.01,0.04,0,18.8,0
21.5,57.5,0.23,0.03,0.05,0,42.72,0
22.5,57.5,0.45,0.05,0.11,0,15.35,0
23.5,57.5,0.06,0.01,0.01,0,91.93,0
24.5,57.5,0.48,0.06,0.12,0,83.25,0
25.5,57.5,0.47,0.05,0.09,0.01,22.02,0
26.5,57.5,0.76,0.08,0.13,0,14.94,0
27.5,57.5,0.35,0.07,0.13,0,16,0
28.5,57.5,0.19,0.11,0.17,0.01,46.91,0
29.5,57.5,0.35,0.1,0.07,0,9.62,0
30.5,57.5,0.41,0.12,0.07,0,6.98,0
31.5,57.5,0.43,0.14,0.03,0,10.62,0
32.5,57.5,0.44,0.14,0.02,0,5.6,0
33.5,57.5,0.43,0.12,0.02,0,15.92,0
34.5,57.5,0.37,0.12,0.04,0,21.01,0
35.5,57.5,0.33,0.11,0.08,0,16.97,0
36.5,57.5,0.31,0.13,0.1,0,11.45,0
37.5,57.5,0.21,0.11,0.15,0,12.56,0
38.5,57.5,0.24,0.13,0.08,0,55.12,0
39.5,57.5,0.13,0.13,0.13,0.02,126,0
40.5,57.5,0.12,0.12,0.16,0.01,89.67,0
41.5,57.5,0.13,0.12,0.15,0.01,50.39,0
42.5,57.5,0.24,0.12,0.11,0,31.01,0
43.5,57.5,0.35,0.08,0.08,0,8.75,0
44.5,57.5,0.48,0.03,0.03,0,7.99,0
45.5,57.5,0.44,0.04,0.08,0,11.76,0
46.5,57.5,0.37,0.04,0.15,0,13.33,0
47.5,57.5,0.35,0.05,0.16,0,9.96,0
48.5,57.5,0.23,0.07,0.25,0,12.36,0
49.5,57.5,0.21,0.07,0.28,0,12.25,0
50.5,57.5,0.36,0.05,0.17,0,7.79,0
51.5,57.5,0.42,0.06,0.12,0,7.76,0
52.5,57.5,0.47,0.04,0.08,0,13.66,0
53.5,57.5,0.43,0.04,0.09,0,16.19,0
54.5,57.5,0.33,0.06,0.16,0,25.39,0
55.5,57.5,0.43,0.03,0.08,0,16.32,0
56.5,57.5,0.39,0.04,0.11,0.01,68.12,0
57.5,57.5,0.42,0.03,0.1,0,7.7,0
58.5,57.5,0.49,0.01,0,0,6.3,0
59.5,57.5,0.48,0.02,0.01,0.01,52.4,0
60.5,57.5,0.47,0.03,0.07,0.01,57.65,0
61.5,57.5,0.47,0.03,0.04,0.01,45.3,0
62.5,57.5,0.45,0.04,0.07,0,9.4,0
63.5,57.5,0.53,0.12,0.21,0,17.71,0
64.5,57.5,0.56,0.14,0.24,0,7.93,0
65.5,57.5,0.34,0.06,0.21,0.02,92.18,0
66.5,57.5,0.35,0.06,0.23,0,5.55,0
67.5,57.5,0.44,0.05,0.15,0,3.62,0
68.5,57.5,0.47,0.04,0.17,0,1.99,0
69.5,57.5,0.46,0.05,0.17,0,2.03,0
70.5,57.5,0.45,0.04,0.14,0,2.39,0
71.5,57.5,0.49,0.03,0.13,0,2.31,0
72.5,57.5,0.48,0.02,0.11,0,1.74,0
73.5,57.5,0.5,0.02,0.06,0,2.76,0
74.5,57.5,0.51,0.01,0.03,0,1.85,0
75.5,57.5,0.5,0.01,0.03,0,1.81,0
76.5,57.5,0.49,0.01,0.02,0,0.78,0
77.5,57.5,0.52,0,0.01,0,0.67,0
78.5,57.5,0.52,0.01,0.01,0,0.62,0
79.5,57.5,0.52,0.01,0,0,0.54,0
80.5,57.5,0.55,0,0,0,0.69,0
81.5,57.5,0.51,0.01,0.02,0,1.35,0
82.5,57.5,0.52,0.01,0.03,0,2.07,0
83.5,57.5,0.5,0.02,0.13,0,4.17,0
84.5,57.5,0.5,0.01,0.09,0,5.27,0
85.5,57.5,0.51,0.01,0.03,0,10.3,0
86.5,57.5,0.65,0.01,0.03,0,1.93,0
87.5,57.5,0.53,0,0.02,0,1.38,0
